Symbol,Start_Date,End_Date,Mean_Price,Volatility,Start_Price,End_Price,nday_Return,Mean_log_Return,Min_Day_Change,Max_Day_Change
DALMIABHA,2016-11-22,2016-11-28,1519.37,0.0,1459.7,1588.05,0.08,0.02,0.01,0.03
RDEL,2016-11-22,2016-11-28,50.47,0.02,48.65,52.5,0.08,0.02,-0.01,0.04
KOLTEPATIL,2016-11-22,2016-11-28,92.83,0.01,88.55,96.2,0.08,0.02,0.01,0.03
STCINDIA,2016-11-22,2016-11-28,111.3,0.01,107.2,116.7,0.08,0.02,0.0,0.04
TRIDENT,2016-11-22,2016-11-28,52.68,0.01,50.4,54.45,0.08,0.02,0.01,0.03
FLFL,2016-11-22,2016-11-28,123.08,0.02,118.8,129.1,0.08,0.02,0.0,0.06
MOTILALOFS,2016-11-22,2016-11-28,487.12,0.02,461.3,500.15,0.08,0.02,-0.0,0.05
HATHWAY,2016-11-22,2016-11-28,33.64,0.03,31.65,34.15,0.08,0.02,-0.01,0.06
HEXAWARE,2016-11-22,2016-11-28,195.84,0.03,190.65,204.4,0.07,0.02,-0.0,0.07
TATACOFFEE,2016-11-22,2016-11-28,112.98,0.01,108.25,116.25,0.07,0.02,0.0,0.03
GRUH,2016-11-22,2016-11-28,303.05,0.02,293.1,314.15,0.07,0.02,-0.01,0.03
SUPREMEIND,2016-11-22,2016-11-28,812.09,0.01,788.5,845.85,0.07,0.02,0.01,0.04
HEIDELBERG,2016-11-22,2016-11-28,111.78,0.03,106.45,113.8,0.07,0.02,-0.02,0.06
SONATSOFTW,2016-11-22,2016-11-28,151.72,0.03,147.5,158.3,0.07,0.02,-0.01,0.07
INFY,2016-11-22,2016-11-28,944.4,0.02,914.2,979.75,0.07,0.02,0.0,0.05
TCS,2016-11-22,2016-11-28,2212.55,0.02,2135.0,2282.6,0.07,0.02,-0.01,0.05
TATASTEEL,2016-11-22,2016-11-28,396.85,0.02,378.05,406.6,0.07,0.02,-0.01,0.04
DBREALTY,2016-11-22,2016-11-28,38.42,0.01,37.1,39.85,0.07,0.02,0.0,0.03
SREINFRA,2016-11-22,2016-11-28,74.89,0.02,71.75,77.3,0.07,0.02,-0.01,0.04
HINDALCO,2016-11-22,2016-11-28,175.97,0.02,166.55,178.65,0.07,0.02,-0.01,0.04
HCC,2016-11-22,2016-11-28,32.5,0.01,31.45,33.65,0.07,0.02,-0.0,0.03
INDHOTEL,2016-11-22,2016-11-28,96.88,0.02,94.75,101.25,0.07,0.02,-0.01,0.04
IDEA,2016-11-22,2016-11-28,72.95,0.02,70.95,75.8,0.07,0.02,-0.02,0.03
ICIL,2016-11-22,2016-11-28,144.93,0.05,144.95,155.35,0.07,0.02,-0.06,0.09
TATASPONGE,2016-11-22,2016-11-28,520.01,0.01,498.5,537.3,0.07,0.02,0.0,0.04
CAPLIPOINT,2016-11-22,2016-11-28,352.7,0.01,341.5,365.1,0.07,0.02,0.01,0.03
CHENNPETRO,2016-11-22,2016-11-28,258.85,0.02,254.5,272.0,0.07,0.02,-0.0,0.05
NBCC,2016-11-22,2016-11-28,223.84,0.03,211.8,227.0,0.07,0.02,-0.01,0.08
BAJAJHLDNG,2016-11-22,2016-11-28,2032.11,0.04,1924.15,2073.35,0.07,0.02,-0.04,0.06
LITL,2016-11-22,2016-11-28,3.63,0.01,3.5,3.75,0.07,0.02,0.0,0.03
BFUTILITIE,2016-11-22,2016-11-28,417.52,0.01,399.95,428.8,0.07,0.02,0.0,0.04
KANSAINER,2016-11-22,2016-11-28,336.94,0.02,319.85,343.95,0.07,0.02,-0.0,0.05
LUPIN,2016-11-22,2016-11-28,1475.22,0.03,1412.85,1509.2,0.07,0.02,-0.02,0.05
SAIL,2016-11-22,2016-11-28,49.41,0.01,47.95,51.45,0.07,0.02,-0.0,0.03
BOMDYEING,2016-11-22,2016-11-28,44.22,0.01,42.75,45.85,0.07,0.02,0.0,0.03
ORISSAMINE,2016-11-22,2016-11-28,2091.21,0.02,1997.95,2144.0,0.07,0.02,-0.0,0.04
CHAMBLFERT,2016-11-22,2016-11-28,60.81,0.03,58.05,62.35,0.07,0.02,-0.02,0.06
PRAJIND,2016-11-22,2016-11-28,74.76,0.01,72.0,77.2,0.07,0.02,0.01,0.03
SYNGENE,2016-11-22,2016-11-28,535.24,0.02,526.0,558.35,0.06,0.01,-0.0,0.04
PFIZER,2016-11-22,2016-11-28,1783.95,0.01,1721.5,1819.15,0.06,0.01,-0.0,0.03
SUNDRMFAST,2016-11-22,2016-11-28,282.9,0.01,277.35,293.25,0.06,0.01,0.0,0.03
ENGINERSIN,2016-11-22,2016-11-28,560.32,0.02,549.7,585.0,0.06,0.02,0.0,0.04
PFS,2016-11-22,2016-11-28,37.49,0.02,35.85,37.9,0.06,0.01,-0.02,0.04
EQUITAS,2016-11-22,2016-11-28,155.03,0.01,149.65,159.6,0.06,0.02,0.01,0.03
SUNTECK,2016-11-22,2016-11-28,188.74,0.04,177.95,188.55,0.06,0.01,-0.01,0.08
MARKSANS,2016-11-22,2016-11-28,42.62,0.01,41.2,43.8,0.06,0.02,0.0,0.02
ATUL,2016-11-22,2016-11-28,2046.9,0.02,2014.95,2145.6,0.06,0.02,-0.01,0.05
OFSS,2016-11-22,2016-11-28,2961.43,0.01,2867.6,3056.8,0.06,0.02,0.0,0.03
NTPC,2016-11-22,2016-11-28,159.36,0.02,154.1,164.35,0.06,0.02,-0.02,0.04
SRF,2016-11-22,2016-11-28,1482.5,0.02,1437.6,1528.45,0.06,0.02,-0.01,0.05
ARVIND,2016-11-22,2016-11-28,350.04,0.02,337.8,359.15,0.06,0.02,-0.01,0.05
MOTHERSUMI,2016-11-22,2016-11-28,296.35,0.02,285.1,301.65,0.06,0.01,-0.0,0.04
KWALITY,2016-11-22,2016-11-28,123.59,0.03,120.0,127.4,0.06,0.01,-0.01,0.05
PUNJLLOYD,2016-11-22,2016-11-28,19.19,0.01,18.7,19.85,0.06,0.01,-0.01,0.03
SUZLON,2016-11-22,2016-11-28,14.39,0.0,14.05,14.85,0.06,0.01,0.01,0.02
HCLTECH,2016-11-22,2016-11-28,780.27,0.02,762.1,806.05,0.06,0.01,0.0,0.04
HAVELLS,2016-11-22,2016-11-28,328.8,0.02,315.4,334.15,0.06,0.01,-0.01,0.04
HINDPETRO,2016-11-22,2016-11-28,460.05,0.02,451.1,480.8,0.06,0.02,-0.0,0.04
LAXMIMACH,2016-11-22,2016-11-28,3851.53,0.01,3697.85,3923.65,0.06,0.01,-0.0,0.03
KRBL,2016-11-22,2016-11-28,262.28,0.01,252.55,267.6,0.06,0.01,0.0,0.03
IFCI,2016-11-22,2016-11-28,22.46,0.02,21.65,23.0,0.06,0.02,-0.02,0.04
JINDALSTEL,2016-11-22,2016-11-28,67.25,0.04,66.95,70.9,0.06,0.01,-0.04,0.06
JKTYRE,2016-11-22,2016-11-28,114.57,0.02,110.7,117.75,0.06,0.02,-0.01,0.04
TEXRAIL,2016-11-22,2016-11-28,97.93,0.01,95.0,100.85,0.06,0.01,0.01,0.02
SINTEX,2016-11-22,2016-11-28,73.56,0.02,71.8,76.0,0.06,0.01,-0.02,0.04
IGARASHI,2016-11-22,2016-11-28,704.69,0.03,678.15,722.5,0.06,0.02,-0.03,0.06
GPPL,2016-11-22,2016-11-28,142.92,0.01,138.6,146.45,0.06,0.01,0.0,0.02
DYNAMATECH,2016-11-22,2016-11-28,2950.3,0.02,2843.15,3012.5,0.06,0.01,-0.01,0.03
DHFL,2016-11-22,2016-11-28,233.19,0.02,227.15,241.05,0.06,0.01,-0.02,0.04
BBTC,2016-11-22,2016-11-28,495.48,0.02,476.85,506.75,0.06,0.02,-0.01,0.03
BEL,2016-11-22,2016-11-28,1316.53,0.03,1300.2,1385.1,0.06,0.02,-0.0,0.06
RENUKA,2016-11-22,2016-11-28,13.63,0.02,13.15,13.85,0.05,0.01,-0.01,0.04
NETWORK18,2016-11-22,2016-11-28,36.64,0.02,36.3,38.0,0.05,0.01,-0.01,0.05
JINDALPOLY,2016-11-22,2016-11-28,340.34,0.03,327.95,343.1,0.05,0.01,-0.03,0.04
JISLJALEQS,2016-11-22,2016-11-28,86.03,0.02,85.6,89.85,0.05,0.01,-0.02,0.05
GSFC,2016-11-22,2016-11-28,83.28,0.02,80.75,85.05,0.05,0.01,-0.0,0.03
GRANULES,2016-11-22,2016-11-28,106.13,0.02,103.05,108.3,0.05,0.01,-0.02,0.04
SHK,2016-11-22,2016-11-28,290.61,0.01,283.2,296.55,0.05,0.01,-0.0,0.03
JPINFRATEC,2016-11-22,2016-11-28,7.22,0.02,7.05,7.4,0.05,0.01,-0.01,0.03
INFIBEAM,2016-11-22,2016-11-28,1171.07,0.01,1137.1,1197.0,0.05,0.01,-0.0,0.03
NIITTECH,2016-11-22,2016-11-28,408.08,0.02,400.55,422.55,0.05,0.01,-0.0,0.04
SANOFI,2016-11-22,2016-11-28,4247.22,0.01,4146.0,4342.3,0.05,0.01,-0.0,0.02
HIMATSEIDE,2016-11-22,2016-11-28,275.55,0.0,268.75,281.8,0.05,0.01,0.01,0.02
JSWENERGY,2016-11-22,2016-11-28,55.68,0.02,54.3,57.3,0.05,0.01,-0.01,0.03
JSWHL,2016-11-22,2016-11-28,1279.16,0.01,1245.1,1311.45,0.05,0.01,-0.0,0.02
JSWSTEEL,2016-11-22,2016-11-28,16603.0,0.02,16392.0,17224.5,0.05,0.01,-0.02,0.04
SEQUENT,2016-11-22,2016-11-28,117.08,0.02,112.55,117.85,0.05,0.01,-0.01,0.04
SIMPLEXINF,2016-11-22,2016-11-28,295.73,0.03,296.45,311.1,0.05,0.01,-0.01,0.07
IBULHSGFIN,2016-11-22,2016-11-28,686.45,0.01,671.8,707.65,0.05,0.01,0.0,0.04
RAMCOCEM,2016-11-22,2016-11-28,567.38,0.01,553.8,582.15,0.05,0.01,0.0,0.02
RUCHISOYA,2016-11-22,2016-11-28,19.52,0.01,19.05,20.0,0.05,0.01,0.0,0.03
MINDTREE,2016-11-22,2016-11-28,465.11,0.01,453.15,477.8,0.05,0.01,-0.0,0.03
RECLTD,2016-11-22,2016-11-28,133.87,0.02,129.45,135.9,0.05,0.01,-0.02,0.04
IDFC,2016-11-22,2016-11-28,56.35,0.02,55.2,57.75,0.05,0.01,-0.03,0.03
JUBILANT,2016-11-22,2016-11-28,651.52,0.02,626.65,657.2,0.05,0.01,-0.02,0.04
GRINDWELL,2016-11-22,2016-11-28,320.1,0.02,311.8,328.65,0.05,0.01,-0.02,0.03
BOSCHLTD,2016-11-22,2016-11-28,18915.12,0.02,18523.8,19407.6,0.05,0.01,-0.01,0.03
APARINDS,2016-11-22,2016-11-28,571.7,0.01,554.9,585.4,0.05,0.01,0.0,0.03
DCMSHRIRAM,2016-11-22,2016-11-28,209.72,0.03,201.4,212.45,0.05,0.01,-0.01,0.06
CERA,2016-11-22,2016-11-28,1985.44,0.03,1920.95,2020.55,0.05,0.01,-0.03,0.06
DEEPAKFERT,2016-11-22,2016-11-28,181.3,0.01,175.9,184.95,0.05,0.01,0.0,0.03
CENTURYPLY,2016-11-22,2016-11-28,179.15,0.01,175.9,185.1,0.05,0.01,-0.0,0.02
TV18BRDCST,2016-11-22,2016-11-28,36.25,0.02,35.45,37.15,0.05,0.01,-0.02,0.04
TATAPOWER,2016-11-22,2016-11-28,70.08,0.01,68.95,72.7,0.05,0.01,0.0,0.04
DHANUKA,2016-11-22,2016-11-28,695.31,0.01,679.25,711.45,0.05,0.01,0.0,0.02
BHARTIARTL,2016-11-22,2016-11-28,305.34,0.03,303.95,318.8,0.05,0.01,-0.01,0.06
BEML,2016-11-22,2016-11-28,797.61,0.01,785.05,825.6,0.05,0.01,0.0,0.03
TATACOMM,2016-11-22,2016-11-28,639.06,0.01,627.7,660.7,0.05,0.01,-0.0,0.04
ESSELPACK,2016-11-22,2016-11-28,231.55,0.01,226.65,237.95,0.05,0.01,-0.0,0.02
WABAG,2016-11-22,2016-11-28,487.37,0.01,470.05,496.15,0.05,0.01,-0.0,0.04
APOLLOHOSP,2016-11-22,2016-11-28,1208.24,0.02,1178.6,1236.85,0.05,0.01,-0.02,0.03
FINCABLES,2016-11-22,2016-11-28,394.07,0.02,387.2,405.05,0.05,0.01,-0.01,0.04
TORNTPHARM,2016-11-22,2016-11-28,1358.53,0.01,1335.0,1406.1,0.05,0.01,0.0,0.03
ADANIENT,2016-11-22,2016-11-28,63.34,0.02,62.55,65.6,0.05,0.01,-0.03,0.03
RAIN,2016-11-22,2016-11-28,48.76,0.03,47.5,49.65,0.04,0.01,-0.03,0.04
CEATLTD,2016-11-22,2016-11-28,1161.06,0.01,1148.55,1194.8,0.04,0.01,0.0,0.03
BIOCON,2016-11-22,2016-11-28,864.72,0.01,847.4,882.35,0.04,0.01,-0.01,0.03
OBEROIRLTY,2016-11-22,2016-11-28,274.6,0.03,274.45,285.7,0.04,0.01,-0.04,0.04
TVTODAY,2016-11-22,2016-11-28,308.81,0.03,300.4,311.4,0.04,0.01,-0.03,0.05
BRFL,2016-11-22,2016-11-28,148.06,0.06,141.8,147.1,0.04,0.01,-0.08,0.09
ADANIPORTS,2016-11-22,2016-11-28,264.0,0.02,260.8,272.75,0.04,0.01,-0.02,0.03
CCL,2016-11-22,2016-11-28,246.5,0.01,239.7,250.35,0.04,0.01,-0.0,0.03
POWERGRID,2016-11-22,2016-11-28,185.92,0.01,183.75,190.5,0.04,0.01,-0.01,0.02
BHUSANSTL,2016-11-22,2016-11-28,39.42,0.01,38.5,40.25,0.04,0.01,0.0,0.02
ABIRLANUVO,2016-11-22,2016-11-28,1179.57,0.01,1159.35,1212.25,0.04,0.01,0.0,0.02
ABAN,2016-11-22,2016-11-28,212.24,0.02,207.45,214.85,0.04,0.01,-0.01,0.03
AARTIIND,2016-11-22,2016-11-28,711.37,0.01,691.5,722.65,0.04,0.01,-0.0,0.03
CIPLA,2016-11-22,2016-11-28,558.51,0.01,550.5,570.55,0.04,0.01,0.0,0.02
JBCHEPHARM,2016-11-22,2016-11-28,339.02,0.02,328.55,340.4,0.04,0.01,-0.02,0.04
TORNTPOWER,2016-11-22,2016-11-28,170.17,0.01,167.1,173.65,0.04,0.01,-0.01,0.02
IPCALAB,2016-11-22,2016-11-28,563.76,0.01,545.45,570.5,0.04,0.01,-0.0,0.03
RTNPOWER,2016-11-22,2016-11-28,7.17,0.01,7.1,7.4,0.04,0.01,0.0,0.03
ROLTA,2016-11-22,2016-11-28,53.55,0.02,52.7,55.1,0.04,0.01,-0.0,0.04
PVR,2016-11-22,2016-11-28,1121.69,0.01,1090.95,1130.5,0.04,0.01,-0.01,0.02
LICHSGFIN,2016-11-22,2016-11-28,527.95,0.01,518.3,540.25,0.04,0.01,-0.01,0.03
NATCOPHARM,2016-11-22,2016-11-28,596.74,0.01,590.75,614.95,0.04,0.01,-0.0,0.03
AVANTIFEED,2016-11-22,2016-11-28,505.28,0.01,495.25,513.75,0.04,0.01,-0.0,0.03
RELAXO,2016-11-22,2016-11-28,407.27,0.01,398.2,415.55,0.04,0.01,0.0,0.03
MAHLIFE,2016-11-22,2016-11-28,359.61,0.03,351.85,367.95,0.04,0.01,-0.01,0.05
AMBUJACEM,2016-11-22,2016-11-28,200.39,0.0,195.45,204.2,0.04,0.01,0.01,0.02
VIJAYABANK,2016-11-22,2016-11-28,44.81,0.02,44.1,45.95,0.04,0.01,-0.01,0.03
NAVINFLUOR,2016-11-22,2016-11-28,2281.04,0.02,2218.55,2318.55,0.04,0.01,-0.01,0.03
LAOPALA,2016-11-22,2016-11-28,523.55,0.01,512.9,533.35,0.04,0.01,-0.01,0.02
KEC,2016-11-22,2016-11-28,136.96,0.02,135.9,141.75,0.04,0.01,-0.01,0.03
TIMKEN,2016-11-22,2016-11-28,534.49,0.02,531.9,553.15,0.04,0.01,-0.01,0.04
RIIL,2016-11-22,2016-11-28,349.81,0.02,342.8,356.75,0.04,0.01,-0.02,0.02
KSBPUMPS,2016-11-22,2016-11-28,588.59,0.01,576.5,600.5,0.04,0.01,0.0,0.03
KPRMILL,2016-11-22,2016-11-28,1116.43,0.03,1081.85,1129.9,0.04,0.01,-0.02,0.04
NCC,2016-11-22,2016-11-28,75.65,0.03,75.1,78.55,0.04,0.01,-0.03,0.05
BHARATFORG,2016-11-22,2016-11-28,901.35,0.01,876.45,908.8,0.04,0.01,-0.0,0.02
PTC,2016-11-22,2016-11-28,69.63,0.01,67.85,70.9,0.04,0.01,-0.01,0.03
UPL,2016-11-22,2016-11-28,616.77,0.01,606.2,628.65,0.04,0.01,-0.0,0.03
GRASIM,2016-11-22,2016-11-28,818.22,0.01,805.45,840.05,0.04,0.01,-0.0,0.02
PFC,2016-11-22,2016-11-28,128.2,0.02,124.35,129.8,0.04,0.01,-0.02,0.04
SNOWMAN,2016-11-22,2016-11-28,50.61,0.01,49.35,51.6,0.04,0.01,-0.0,0.02
SUNPHARMA,2016-11-22,2016-11-28,700.6,0.03,689.9,715.15,0.04,0.01,-0.03,0.05
DISHTV,2016-11-22,2016-11-28,85.8,0.04,85.95,89.1,0.04,0.01,-0.03,0.07
STAR,2016-11-22,2016-11-28,1077.72,0.02,1050.6,1093.85,0.04,0.01,-0.01,0.04
GLAXO,2016-11-22,2016-11-28,2667.13,0.01,2610.1,2725.75,0.04,0.01,0.0,0.02
TATACHEM,2016-11-22,2016-11-28,463.66,0.01,457.6,476.6,0.04,0.01,-0.01,0.02
SMLISUZU,2016-11-22,2016-11-28,1078.92,0.02,1063.8,1111.35,0.04,0.01,-0.01,0.02
FDC,2016-11-22,2016-11-28,211.61,0.01,205.45,213.15,0.04,0.01,-0.0,0.03
HEROMOTOCO,2016-11-22,2016-11-28,3043.1,0.01,2997.7,3106.4,0.04,0.01,-0.0,0.02
DELTACORP,2016-11-22,2016-11-28,111.61,0.01,108.75,113.6,0.04,0.01,-0.01,0.03
SITINET,2016-11-22,2016-11-28,36.18,0.03,35.0,36.45,0.04,0.01,-0.02,0.04
HDIL,2016-11-22,2016-11-28,58.01,0.01,56.45,58.95,0.04,0.01,-0.0,0.03
SYMPHONY,2016-11-22,2016-11-28,1235.01,0.01,1214.1,1260.15,0.04,0.01,-0.0,0.03
BAJAJELEC,2016-11-22,2016-11-28,213.21,0.03,206.25,211.7,0.03,0.01,-0.02,0.06
RELINFRA,2016-11-22,2016-11-28,459.95,0.04,450.0,461.9,0.03,0.01,-0.06,0.06
LINDEINDIA,2016-11-22,2016-11-28,350.28,0.02,350.45,360.25,0.03,0.01,-0.02,0.03
EMAMILTD,2016-11-22,2016-11-28,1067.38,0.01,1060.1,1096.0,0.03,0.01,-0.01,0.02
VGUARD,2016-11-22,2016-11-28,171.06,0.01,168.05,172.35,0.03,0.01,-0.01,0.03
BALRAMCHIN,2016-11-22,2016-11-28,119.86,0.01,116.95,120.95,0.03,0.01,-0.0,0.03
SOUTHBANK,2016-11-22,2016-11-28,20.71,0.02,20.4,20.95,0.03,0.01,-0.01,0.03
UNICHEMLAB,2016-11-22,2016-11-28,261.38,0.01,256.45,263.95,0.03,0.01,-0.0,0.02
TAKE,2016-11-22,2016-11-28,126.16,0.01,123.8,127.3,0.03,0.01,-0.0,0.03
VTL,2016-11-22,2016-11-28,1075.86,0.01,1059.95,1094.85,0.03,0.01,0.0,0.02
RCF,2016-11-22,2016-11-28,43.7,0.0,42.9,44.3,0.03,0.01,0.01,0.01
ASIANPAINT,2016-11-22,2016-11-28,933.49,0.02,907.75,936.1,0.03,0.01,-0.01,0.04
ASHOKLEY,2016-11-22,2016-11-28,76.72,0.02,75.6,78.15,0.03,0.01,-0.02,0.02
SOMANYCERA,2016-11-22,2016-11-28,533.96,0.03,514.85,529.65,0.03,0.01,-0.02,0.05
APLLTD,2016-11-22,2016-11-28,644.99,0.01,631.9,649.9,0.03,0.01,-0.0,0.02
GATI,2016-11-22,2016-11-28,117.88,0.01,115.7,119.35,0.03,0.01,0.0,0.02
SUVEN,2016-11-22,2016-11-28,174.83,0.02,169.65,174.85,0.03,0.01,-0.02,0.04
GEPIL,2016-11-22,2016-11-28,473.38,0.03,455.7,471.5,0.03,0.01,-0.03,0.05
SUPRAJIT,2016-11-22,2016-11-28,183.43,0.02,179.8,184.9,0.03,0.01,-0.02,0.03
