,0,1,2
IPCALAB.NS,539.5,539.15,4.9842251153
IRB.NS,214.533333333,214.6,0.404145188433
ITC.NS,245.833336667,245.85001,3.12503335983
ITDCEM.NS,164.733333333,164.95,1.18988794991
JAGRAN.NS,177.466666667,177.0,2.33523731842
JAICORPLTD.NS,73.0666666667,73.05,0.175594229214
JBCHEPHARM.NS,345.7,344.95,2.7527259217
JBFIND.NS,216.8,215.25,2.9929082846
JCHAC.NS,1394.48333333,1392.3,17.0799834114
JETAIRWAYS.NS,378.15,373.65,9.03382532486
JINDALPOLY.NS,345.15,344.65,3.27871926215
JINDALSTEL.NS,74.2,74.25,0.626498204307
JISLJALEQS.NS,93.85,93.8,1.9254869514
JKCEMENT.NS,713.733333333,716.55,6.45374568242
JKIL.NS,227.983333333,228.55,1.2503332889
JKLAKSHMI.NS,357.266666667,356.9,0.954375886815
JKTYRE.NS,117.3,116.4,3.00291525022
JMFINANCIL.NS,69.55,69.55,0.15
JMTAUTOLTD.NS,18.8833333333,18.8,0.144337567297
JPASSOCIAT.NS,10.5166666667,10.55,0.104083299973
JPINFRATEC.NS,8.33333333333,8.35,0.0763762615826
JPPOWER.NS,4.11666666667,4.1,0.0288675134595
JSWENERGY.NS,64.6,64.4,0.62449979984
JSWHL.NS,1422.68333333,1421.55,9.99829152072
JSWSTEEL.NS,1644.55,1644.55,0.0
JUBILANT.NS,701.016666667,702.1,4.08421759133
JUBLFOOD.NS,832.166666667,832.45,7.0292839844
JUSTDIAL.NS,381.016666667,380.7,5.13233215345
JYOTHYLAB.NS,331.033333333,330.15,1.61735380586
KAJARIACER.NS,503.266666667,505.9,10.01315801
KALPATPOWR.NS,262.616666667,261.75,3.3842773724
KANSAINER.NS,337.283336667,337.75,0.808284603363
KARURVYSYA.NS,,,
KEC.NS,143.6,144.1,0.909670269933
KESORAMIND.NS,138.249993333,137.95,4.00842824559
KITEX.NS,425.25,429.55,9.37163272861
KOLTEPATIL.NS,91.4666666667,91.55,0.480451176847
KOTAKBANK.NS,712.916666667,712.65,3.80701107607
KPIT.NS,136.966666667,137.55,2.03858611134
KPRMILL.NS,,,
KRBL.NS,311.65,311.45,0.346410161514
KSBPUMPS.NS,613.95,614.8,3.55211204778
KSCL.NS,418.016666667,416.55,6.18189561003
KTKBANK.NS,117.483333333,117.95,0.851958527942
KWALITY.NS,131.866666667,131.15,2.79478681358
LAKSHVILAS.NS,136.083333333,135.9,0.407226390762
LALPATHLAB.NS,1113.51666667,1115.8,5.16825244481
LAOPALA.NS,471.233333333,471.95,2.45475728603
LAXMIMACH.NS,3981.76666667,3987.6,11.3824792261
LICHSGFIN.NS,523.516666667,524.4,1.70611644776
LINDEINDIA.NS,351.849996667,349.75,4.53099856544
LITL.NS,3.78333333333,3.8,0.0763762615826
LT.NS,1386.36666667,1387.5,5.24269332818
LUPIN.NS,1496.68333333,1489.5,13.3173132926
MAGMA.NS,101.316666667,99.7,2.84355997534
MAHINDCIE.NS,189.6,189.5,0.904157066001
MAHLIFE.NS,360.866666667,361.65,1.44424143873
MANAPPURAM.NS,71.2833333333,71.35,0.404145188433
MANPASAND.NS,537.266666667,537.65,1.95341581168
MARICO.NS,259.583333333,260.39999,1.72650089297
MARKSANS.NS,40.6333333333,40.45,0.453688586294
MARUTI.NS,5649.63333333,5658.5,30.628186909
MAYURUNIQ.NS,341.416666667,340.7,1.32884661769
MCLEODRUSS.NS,144.25,144.95,2.71845544381
MERCK.NS,976.95,978.65,7.54503147773
MFSL.NS,544.616666667,543.95,1.60727512683
MHRIL.NS,392.916666667,393.9,2.61740966097
MINDTREE.NS,494.283333333,495.5,6.60952595375
MMTC.NS,67.3,69.05,4.44156503949
MOIL.NS,412.85,418.1,10.06093932
MONSANTO.NS,2261.83333333,2262.2,0.860716755578
MOTHERSUMI.NS,329.649993333,329.25,1.8330291869
MOTILALOFS.NS,515.783333333,516.4,1.8536001007
MPHASIS.NS,530.366666667,529.85,3.50368853258
MRF.NS,51984.4666667,51579.2,908.528922673
MRPL.NS,109.75,108.8,2.51346374551
MTNL.NS,20.05,20.2,0.39686269666
MUTHOOTFIN.NS,291.7,291.85,3.52739280489
MYSOREBANK.NS,524.583333333,524.45,0.275378527364
NATCOPHARM.NS,632.833333333,636.55,6.83087354101
NATIONALUM.NS,66.1333333333,65.35,1.62352497158
NAUKRI.NS,860.583333333,858.15,12.8243258432
NAVINFLUOR.NS,2705.86666667,2707.65,94.4876226462
NAVKARCORP.NS,175.683333333,176.0,2.24183704433
NBCC.NS,258.95,257.75,8.66256313108
NCC.NS,82.7166666667,82.75,0.500832640044
NETWORK18.NS,35.25,35.1,0.259807621135
NH.NS,339.8,339.8,0.15
NHPC.NS,27.2666666667,27.25,0.0763762615826
NIITTECH.NS,427.966666667,430.2,4.62394132027
NILKAMAL.NS,1474.63333333,1506.8,64.3429936616
NITINFIRE.NS,27.6833333333,27.7,0.325320354932
NLCINDIA.NS,81.7,81.65,1.82551362635
NMDC.NS,136.7,136.1,1.17153745139
NTPC.NS,163.116666667,163.05,0.851958527942
OBEROIRLTY.NS,305.916666667,305.65,0.737111479583
OCL.NS,753.633333333,753.35,2.13911975666
OFSS.NS,3122.41666667,3119.05,15.6244466569
OIL.NS,478.583333333,478.25,3.66139772947
OMAXE.NS,159.3,159.3,0.45
ONGC.NS,199.666666667,198.45,2.50715642379
ORIENTBANK.NS,110.833333333,110.95,0.583809329605
ORIENTCEM.NS,127.666666667,127.7,0.650640709865
ORISSAMINE.NS,2426.71666667,2426.6,11.7254353153
PAGEIND.NS,13816.3,13762.1,147.090414372
PCJEWELLER.NS,409.116666667,408.65,2.23681320931
PEL.NS,1695.18333333,1678.8,34.4340069311
PERSISTENT.NS,636.816666667,636.05,2.78043761544
PETRONET.NS,369.783333333,373.5,6.65513586137
PFC.NS,129.75,129.45,0.746659226153
PFIZER.NS,1799.85,1796.55,6.78159273327
PFS.NS,38.9666666667,38.95,0.175594229214
PGHH.NS,6823.03333333,6809.6,33.7673042059
PHOENIXLTD.NS,366.933333333,366.1,1.57506613618
PIDILITIND.NS,620.1,614.7,9.78927985094
PIIND.NS,828.516666667,829.7,13.6136267517
PNB.NS,119.4,119.4,0.35
PNCINFRA.NS,104.716666667,104.65,0.30550504633
POLARIS.NS,158.016666667,157.4,3.26891929135
POWERGRID.NS,187.3,186.55,1.29903810568
PRAJIND.NS,84.7166666667,83.9,1.41450815951
PRESTIGE.NS,177.116666667,178.05,4.42445853561
PRISMCEM.NS,85.9666666667,85.1,2.32450711621
PTC.NS,78.7333333333,78.05,1.5892870519
PUNJLLOYD.NS,20.3666666667,20.05,0.682519840981
PVR.NS,1194.21666667,1183.2,22.136527129
RADICO.NS,119.966666667,119.8,1.25830573921
RAIN.NS,54.0666666667,53.9,0.472581562625
RAJESHEXPO.NS,501.98334,504.75,5.32008511837
RALLIS.NS,206.650006667,207.10001,2.35743059283
RAMCOCEM.NS,585.55,577.75,16.1777625153
RAMCOSYS.NS,383.2,385.85,9.60325465663
RAYMOND.NS,509.533333333,509.1,1.64342122821
RCF.NS,56.25,56.9,1.48576579581
RCOM.NS,33.3,33.1,0.435889894354
RDEL.NS,57.1166666667,57.05,1.30128141973
RECLTD.NS,128.766666667,128.5,0.737111479583
REDINGTON.NS,98.35,98.7,2.24555115729
RELAXO.NS,400.283333333,400.6,1.10942928271
RELCAPITAL.NS,447.55,447.8,0.901387818866
RELIANCE.NS,1080.83333333,1077.7,7.92879772307
RELIGARE.NS,251.833333333,252.45,3.56522556556
RELINFRA.NS,495.566666667,492.7,4.96521231503
RENUKA.NS,15.4,15.25,0.54083269132
REPCOHOME.NS,603.25,602.25,3.84870107959
RIIL.NS,399.216666667,400.6,2.43943299423
RKFORGE.NS,340.35,342.6,6.00020832972
RPOWER.NS,43.8666666667,43.9,0.057735026919
RTNPOWER.NS,7.1,7.1,0.15
RUCHISOYA.NS,20.25,20.25,0.15
SADBHAV.NS,272.266666667,272.1,1.01036297108
SAIL.NS,52.4,52.35,0.427200187266
SANOFI.NS,4212.61666667,4210.3,5.41071467861
SBBJ.NS,669.933333333,670.85,1.8536001007
SBIN.NS,247.083333333,247.05,1.200347172
SBT.NS,522.683333333,522.45,0.776745346515
SCHNEIDER.NS,142.083333333,141.25,1.44337567297
SCI.NS,64.65,65.0,0.878919791562
SEQUENT.NS,126.733333333,126.55,3.8282937888
SFCL.NS,99.9833333333,99.65,0.711219609778
SHARDACROP.NS,478.583333333,478.25,4.65895195654
SHILPAMED.NS,699.933333333,698.65,2.71308557427
SHK.NS,320.916666667,320.8,3.37651200699
SHOPERSTOP.NS,292.6,292.4,0.529150262213
SHREECEM.NS,14374.2666667,14388.8,69.6467036789
SHRIRAMCIT.NS,1824.05,1830.65,16.7080818767
SIEMENS.NS,1161.91666667,1164.15,11.9081204786
SIMPLEXINF.NS,285.85,285.95,4.20089276226
SINTEX.NS,83.6833333333,84.35,1.28679187646
SITINET.NS,37.2333333333,37.15,0.236290781313
SJVN.NS,30.1666666667,30.15,0.0763762615826
SKFINDIA.NS,1283.66666667,1286.2,7.71837634048
SMLISUZU.NS,1181.33333333,1184.55,9.87602315375
SNOWMAN.NS,55.5166666667,55.45,0.35472994423
SOBHA.NS,265.3,264.95,1.06887791632
SOLARINDS.NS,698.066666667,699.05,4.65358284909
SOMANYCERA.NS,476.416666667,475.3,3.17582010406
SONATSOFTW.NS,196.683333333,197.2,1.68547718268
SOUTHBANK.NS,20.8333333333,20.9,0.208166599947
SPARC.NS,306.366666667,306.45,0.877971146071
SREINFRA.NS,81.4,81.0,1.05830052443
SRF.NS,1570.6,1570.55,5.37517441577
SRTRANSFIN.NS,932.266666667,929.5,6.27541499292
STAR.NS,1141.2,1157.4,37.0120588457
STCINDIA.NS,232.166666667,228.55,6.74617175392
SUNDARMFIN.NS,1220.68333333,1227.45,17.3213981345
SUNDRMFAST.NS,304.95,304.1,1.92158788506
SUNPHARMA.NS,637.11666,638.54999,4.52364561683
SUNTECK.NS,246.616666667,243.05,6.17764788033
SUNTV.NS,535.05,533.95,3.6755951899
SUPRAJIT.NS,197.55,197.3,3.18237332819
SUPREMEIND.NS,885.933333333,880.35,16.8343646549
SUVEN.NS,174.9,174.0,2.71431390963
SUZLON.NS,14.8333333333,14.9,0.160727512683
SWANENERGY.NS,170.866666667,170.9,0.152752523165
SYMPHONY.NS,1176.51666667,1169.05,13.8961625398
SYNDIBANK.NS,63.3666666667,63.45,0.678847061814
SYNGENE.NS,589.75,593.15,6.23858958419
TAKE.NS,144.35,144.1,3.28214868646
TATACHEM.NS,510.15,510.25,2.3016298573
TATACOFFEE.NS,114.583333333,114.9,0.592311854797
TATACOMM.NS,631.716666667,631.2,1.68547718268
TATAELXSI.NS,1397.03333333,1392.15,12.3233856279
TATAGLOBAL.NS,124.616666667,124.65,0.152752523165
TATAMOTORS.NS,504.716666667,500.15,10.0599867462
TATAMTRDVR.NS,320.9,318.7,4.70319040652
TATAPOWER.NS,76.8666666667,77.1,0.404145188433
TATASPONGE.NS,596.666666667,595.2,3.44286702231
TATASTEEL.NS,424.483333333,422.0,6.53879448624
TCS.NS,2300.15,2303.7,17.2511593813
TECHM.NS,472.233333333,473.45,2.1507750541
TECHNO.NS,330.083333333,325.65,8.20386087969
TEXRAIL.NS,113.65,113.25,0.917877987534
THERMAX.NS,803.033333333,803.5,2.58182751812
THOMASCOOK.NS,195.85,196.05,1.808314132
TIDEWATER.NS,5895.01666667,5956.95,153.711436898
TIMKEN.NS,619.616666667,619.3,1.59869738642
TITAN.NS,357.083333333,355.2,3.79352518554
TNPL.NS,341.783333333,341.4,0.797391580927
TORNTPHARM.NS,1358.43333333,1358.15,17.3267375271
TORNTPOWER.NS,179.316666667,179.1,0.464578662159
TRENT.NS,199.766666667,200.0,0.825126252966
TRIDENT.NS,59.5,58.9,1.12694276696
TRITURBINE.NS,118.55,118.45,0.854400374532
TTKPRESTIG.NS,5645.88333333,5665.95,50.5322256915
TUBEINVEST.NS,578.583333333,579.15,3.28684245642
TV18BRDCST.NS,37.8333333333,37.9,0.208166599947
TVSMOTOR.NS,385.1,384.75,1.85
TVSSRICHAK.NS,3271.86666667,3246.6,44.9373545431
TVTODAY.NS,274.2,274.05,1.43090880213
UBL.NS,804.45,805.1,2.83151902695
UCOBANK.NS,33.8333333333,33.8,0.202072594216
UFLEX.NS,279.966666667,279.35,3.66412790898
ULTRACEMCO.NS,3298.01666667,3291.85,22.2989536376
UNICHEMLAB.NS,275.866666667,274.9,1.67431578065
UNIONBANK.NS,129.35,129.15,1.808314132
UNITECH.NS,4.6,4.6,0.05
UPL.NS,665.433333333,663.5,6.71217798731
VAKRANGEE.NS,271.183333333,270.5,1.27115433104
VEDL.NS,231.916673333,232.55,1.14053803095
VGUARD.NS,164.2,164.65,1.19058808998
VIDEOIND.NS,104.15,104.1,0.132287565553
VIJAYABANK.NS,50.2166666667,50.45,1.06926766216
VINATIORGA.NS,634.15,626.4,13.4233937587
VIPIND.NS,120.633333333,119.95,1.18356805184
VOLTAS.NS,340.916666667,341.9,4.06519782216
VRLLOG.NS,278.366666667,277.3,7.55667475371
VSTIND.NS,2419.56666667,2420.3,5.08977733632
VTL.NS,1098.85,1098.15,1.61786896874
WABAG.NS,480.833333333,480.8,1.10037872268
WABCOINDIA.NS,5262.93333333,5282.85,49.9476809605
WELCORP.NS,80.3,80.55,0.998749217772
WELSPUNIND.NS,69.0,68.6,1.01118742081
WHIRLPOOL.NS,915.516666667,913.8,4.29078469902
WIPRO.NS,472.81667,472.0,3.35049319753
WOCKPHARMA.NS,702.933333333,699.4,6.91399546813
WONDERLA.NS,350.2,351.05,5.67296218919
YESBANK.NS,1255.85,1256.2,8.93014557552
ZEEL.NS,465.316666667,465.1,2.33255939546
ZEELEARN.NS,43.8666666667,43.55,1.25532200384
ZENSARTECH.NS,936.15,935.9,2.93300187521
ZYDUSWELL.NS,868.35,867.95,3.1192947921
Nifty50,8256.14973967,8243.799805,28.3683122482
Nifty500,7100.150065,7085.149902,27.7751426436
